lon,lat,year,temperature
-173,-31,2021,0.792499982
-173,-29,1990,0.185833329
-173,-29,2020,0.762499983
-173,-29,2021,0.859166647
-173,-27,1990,0.097499998
-173,-27,2020,0.73916665
-173,-27,2021,0.929166646
-173,-25,1990,0.016666666
-173,-25,2020,0.722499984
-173,-25,2021,0.967499978
-173,-23,1990,-0.034166666
-173,-23,2020,0.699166651
-173,-23,2021,0.946666646
-173,-21,1990,-0.026666666
-173,-21,2020,0.668333318
-173,-21,2021,0.880833314
-173,-19,1990,-0.011666666
-173,-19,2020,0.636666652
-173,-19,2021,0.782499983
-173,-17,1990,0.01
-173,-17,2020,0.624166653
-173,-17,2021,0.664166652
-173,-15,1990,0.099999998
-173,-15,2020,0.642499986
-173,-15,2021,0.536666655
-173,-13,1990,0.192499996
-173,-13,2020,0.693333318
-173,-13,2021,0.43499999
-173,-11,1990,0.248333328
-173,-11,2020,0.707499984
-173,-11,2021,0.350833325
-173,-9,1990,0.394166658
-173,-9,2020,0.799166649
-173,-9,2021,0.44249999
-173,-7,1990,0.526666655
-173,-7,2020,0.75166665
-173,-7,2021,0.31416666
-173,-5,1990,0.630833319
-173,-5,2020,0.581666654
-173,-5,2021,0.003333333
-173,-3,1990,0.757499983
-173,-3,2020,0.463333323
-173,-3,2021,-0.15583333
-173,-1,1990,0.853333314
-173,-1,2020,0.356666659
-173,-1,2021,-0.284999994
-173,1,1990,0.87249998
-173,1,2020,0.325833326
-173,1,2021,-0.298333327
-173,3,1990,0.860833314
-173,3,2020,0.385833325
